video_name,stt_name,category_name,title,description
77.mp4,77.txt,Развлечения,Стендап гороскоп: Руслан Мухтаров про Водолеев,"В новом выпуске шоу «Стендап гороскоп» Руслан Мухтаров расскажет каково быть Водолеем-Батей, и с чем придется столкнуться Водолеям в Новом году!"
78.mp4,78.txt,Юмор,Тяпа I #8 I РОМАНТИЧЕСКОЕ СВИДАНИЕ. ТЯПА ПОССОРИЛСЯ С ДЕВУШКОЙ. УКРАЛИ ДЕНЬГИ С КАРТЫ,"Вы представляете? Тяпа и Лиза поссорились и похоже, что серьезно. Начальник хочет помочь Тяпе восстановить отношения с Лизой, а получится ли у него свести ребят вместе, ты узнаешь в этой серии!"
79.mp4,79.txt,Сериалы,"Салют, Начальник | 1 серия","Участковому Назарову поручили разогнать шумную вечеринку. Однако в очередной раз всё идёт немного не по плану, и Назаров из-за оплошности лишается собственной квартиры. Полицейскому остаётся лишь один вариант - отправиться в командировку в деревню с говорящим названием Чудо. По вопросам рекламы пишите на email"
80.mp4,80.txt,Искусство,Артмеханика. Выпуск 10. Культура комикса в России + группа Tihotiho,"Как работают современных комиксисты в России? С чего начать изучать или создавать комикс? Как жизнь драконов может стать источником вдохновения для целой серии популярных комиксов от Коды. Рисунок или сценарий, что важнее? Об этом в новом выпуске Артмеханики, а музыкальная часть программы зазвучит мелодичным соулом  группы Tihitiho."
81.mp4,81.txt,Блоги,Под другим углом | Выпуск 4 | Что такое звук?,"Бархатный голос, богатый тембр и, конечно, тёплый ламповый саунд! Почему звук такой разный? От чего зависит звучание и наше восприятие? Что мы вообще знаем об акустике, собственном голосе и как можем применить эти знания? От шёпота до УЗИ – Варя расскажет обо всём."
82.mp4,82.txt,Юмор,ШЛЯПА | Выпуск 2,"Сегодня Семён, Сундук и Максим посмотрят, какую дичь им присылают подписчики. Критерий оценивания только один:  шляпа это или нет."
83.mp4,83.txt,Лайфстайл,"Мама 21 века| 2 сезон, 1 выпуск | Материнский капитал","После появления в семье ребенка родителям полагается материнский капитал. У кого есть право его получить, как это сделать и какую сумму составляет выплата в 2022 году? Подробно об этом расскажет Марина Дворникова в сегодняшнем выпуске “Мама 21 века”."
84.mp4,84.txt,Спорт,"Роман Юнусов и «трудный подросток» Владимир Гарцунов выясняют, чьи теннисные навыки лучше",В этом выпуске Роман Юнусов и актёр Владимир Гарцунов попробуют свои силы в теннисе под присмотром экс 53-ей ракетки мира Натальи Вихлянцевой.
85.mp4,85.txt,Юмор,Тяпа I #7 I ВАКЦИНАЦИЯ,"Тяпа и Андрюша создали свою вакцину, которую сделали в квартире. Лиза помогает ребятам ее распространить. Этой вакциной привился даже начальник! А какие будут после этого последствия, смотрите в этой серии!"
86.mp4,86.txt,Юмор,Анкета | Выпуск №1 / Как зовут гостя? Кем он работает? С какой знаменитостью он хотел бы переспать?,"В первым выпуске юмористического шоу “Анкета”, три комика - Никита Дубровский, Максим Береснев и Павел Кривец полагаясь только на свою интуицию попытаются узнать, как зовут гостя, кем он работает и с какой знаменитостью он хотел бы переспать."
87.mp4,87.txt,Блоги,Какова Меркурия? | Выпуск 11,"Шоу “КАКОВА МЕРКУРИЯ” - шоу где побеждает либо удача комиков, либо знания астролога, либо везение гостя, который ждет чтобы участники угадали его знак зодиака."
88.mp4,88.txt,Развлечения,Отмена культуры: Выпуск #8. Магия,"Нумерология, духовные практики, дизайн человека, карты таро, астрология - как все эти учения становятся популярными в век научного прогресса и высоких технологий? Кто их популяризирует? Почему люди готовы верить в волшебство, отказываясь от критического мышления? Об этом мы поговорим с психологом Юлией Романовой, погрузившись в социологические и психологические нюансы данного явления."
89.mp4,89.txt,Новости и СМИ,БЮРО ДОБРЫХ ДЕЛ №8 | САМОЕ БОЛЬШОЕ КОЛЕСО ОБОЗРЕНИЯ В ЕВРОПЕ | ВЫПУСКНИК В 98 ЛЕТ | ФОНД «ДАРИ ЕДУ»,"Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске:  - Могут ли собаки заниматься серфингом? - Возможно ли получить диплом университета в 98 лет? - Ксения Егорова в рамках рубрики «Добрый репортаж» пришла на День города Москвы и посетила самое большое в Европе колесо обозрения «Солнце Москвы». - Специальный гость Мария Климанова рассказала о благотворительном фонде «Дари еду».  Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение, сделать ваш день чуточку радостнее и светлее.  Пишите свои добрые истории нам на почту: email  По вопросам рекламы пишите на email"
90.mp4,90.txt,Юмор,Тяпа I #11 I СВОДИЛ ЛЫСЫХ В ПАРИКМАХЕРСКУЮ. РЖАЛИ ВСЕМ САЛОНОМ,"Лиза уговаривает Тяпу отправиться с ней на шоппинг. В итоге в торговом центре Тяпа и Лиза встречают Чернобыля и его девушку, которые устроились на необычную работу. В конце такого продуктивного дня вся компания отправляется в парикмахерскую, а вот что там приключилось – смотри в этой серии!"
91.mp4,91.txt,Кулинария,"Райтраун, Чили кон карне | Kitchen Stories | Выпуск 9","Если вы любите острые ощущения и, конечно же, острую пищу, смело добавляйте в закладки новый выпуск нашего шоу! Сегодня в гости к Kitchen Stories пришел ведущий шоу “Утренний Райтраун” на радио STUDIO 21 - Артем Райтраун. Пришел, как полагается, не с пустыми руками, а с любимым рецептом. Готовим традиционное мексиканское блюдо - “Чили кон карне”! Приятного аппетита!"
92.mp4,92.txt,Развлечения,Отмена культуры: Выпуск #1. Instasamka,"Инстасамка - настоящее культурное, или скорее - бескультурное, явление современности. Не обладая музыкальным талантом и артистической уникальностью, она просто копирует творческие модели западных исполнителей, но при этом - обладает невероятной популярностью в России. В основу своего личного бренда она ставит пошлость и провокацию, что привлекает молодежь и повергает в культурный шок старшие поколения. Почему такие музыкальные проекты популярны? Какие предпосылки в культуре прошлого были у таких явлений? В этих вопросах нам помогут разобраться музыковед и историк музыки Татьяна Журбинская, а также философ и культуролог Олеся Строева."
93.mp4,93.txt,Лайфстайл,"Почетный гражданин, 2 сезон | Выпуск 2 | Нелжа","В новогоднем выпуске Женя совместно с Катей Новиковой посещают резиденцию Деда Мороза в селе Нелжа и узнают, что кто то украл  украл снег и новогоднее чудо, нашим героям нужно спасти Новый год, для этого нужно собрать все части волшебного посоха Деда Мороза выполнив задания на локациях ! Тем самым спасти праздник и заслужить звание ''Почетный Гражданин''"
94.mp4,94.txt,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №5 «ГОТОВИМ ИТАЛЬЯНСКУЮ ПАСТУ С КРЕВЕТКАМИ В ЧЕСНОЧНОМ СОУСЕ»,Максим Народный предлагает подписчикам приготовить итальянскую пасту с креветками в чесночном соусе.
95.mp4,95.txt,Блоги,Пробы | Выпуск 8 | Бандитские войны,На этот раз актеры проходят кастинг на роли в криминальную драму «Бандитские войны» Геры Теплого.
96.mp4,96.txt,Развлечения,Стендап гороскоп: Ярослава Тридцатко - Скорпионы,"В новом выпуске шоу “Стендап гороскоп” Ярослава Тринадцатко расскажет про то, как жить со Скорпионом, и что ждет представителей знака в Новом 2022 году."
97.mp4,97.txt,Развлечения,Тот самый мент I Выпуск 2 I Встретили Ольгу ПДН с командировки,"В этом выпуске Максим Константинович спешит встретить свою сотрудницу Ольгу ПДН, которая возвращается с командировки. Естественно Максим Константинович всё перепутал, и Ольга уже приехала в отдел, чтобы приступить к новому не лёгкому дню сотрудника. Поддержите видео лайком, а канал подпиской!"
98.mp4,98.txt,Развлечения,"Злые языки | Выпуск 5, Сезон 1 | Анатолий Цой: эксклюзивно о MBAND, сексе и бандитском прошлом","Анатолий - сын Аниты Цой? Впервые эксклюзивно о семье, о сыне Анны Седоковой, бухгалтершах и сексе за деньги"
99.mp4,99.txt,Развлечения,"Такой расклад. Эфир 5. Руны. Про карьеру, бизнес и деньги","В этом выпуске шоу «Такой расклад» вы увидите рунолога Дарью Холикэт и ведущего Сергея Терре. Встречаемся в 20:00! Тема недели и этого выпуска – карьера, бизнес и деньги. В прямом эфире Дарья с помощью гадания по рунам ответит на вопросы зрителей о смене работы или перспективах в бизнесе, финансовых рисках или наоборот крупных денежных поступлениях. Любые вопросы, связанные с темой, приветствуются! Кроме того, обсудим финансовое положение одной звезды. Дорогие зрители, вопросы по теме можно задавать в чате прямо на странице трансляции. И по ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_133292 В пятницу 18 ноября в 20:00 встречаемся с психологом, мак-терапевтом, расстановщиком и регрессологом Вероникой Копейко. У всех будет шанс задать метафорическим картам вопросы про бизнес, карьеру, реализацию и финансовые перспективы и получить ответ в прямом эфире!"
100.mp4,100.txt,Юмор,Смехмашина | Выпуск 7,"Очередной выпуск Смехмашины, в котором принимают участие Сундук, Егор и Тяпа. Как вы думаете, кто расскажет самый смешной анекдот? Думаю, что даже у Петросяна мало шансов на победу! Конкуренция бешеная, поэтому смотри скорее эту серию!"
101.mp4,101.txt,Развлечения,Аукцион | Выпуск 6 | Анастасия Волочкова,"Добро пожаловать на АУКЦИОН шоу в котором подписчики делают ставки за вещи своего любимого блогера! Сделать ставку может каждый сидящий в зале, в качестве ставки принимается всё кроме денег, ну а ставки помогает сделать ведущий шоу Игорь Чехов.  В этом выпуске, фанаты Анастасии Волочковой боролись за личные вещи королевы русского шпагата! Хотите знать, на что они готовы ради пуантов балерины? Тогда скорее смотрите выпуск.  А если уже посмотрели, то поделитесь выпуском с друзьями кто знает, может быть именно ваш кумир окажется на Аукционе в следующем выпуске."
102.mp4,102.txt,Спорт,Concept Football - Футбол лайф - выпуск №4,"В новом выпуске “Concept Football” футбольный блогер Эльхан Салахов  поделится своим опытом игры в “panna” с ведущим Кириллом Комраковым, а потом вместе с игроком Амкала Антоном Чужим сразятся в челлендже и решат, кто из них самый техничный!"
103.mp4,103.txt,Видеоигры,Гейм разбор. Выпуск №3 - Watch Dogs: Legion - реакция хакера,В этом выпуске хакер будет реагировать на игру Watch Dogs: Legion. Можно ли взломать дверь телефоном? Как поменять изображение на рекламном щите? Ждёт ли нас глобальная цифровая система контроля? Ответы на эти вопросы вы найдете в третьем эпизоде шоу «Гейм разбор».
104.mp4,104.txt,Новости и СМИ,БЮРО ДОБРЫХ ДЕЛ №1 | СПАС КОТЁНКА НА МКАД | АВТОМОБИЛЬ ДЛЯ РЫБКИ | УТКА ПОБЕДИЛА В МАРАФОНЕ,"Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске:  - Учёные из Австралии спасли целый вид древесных лягушек. - Кошку из США наградили медалью – как думаете, за что. - Ксения Егорова в рамках рубрики «Добрый репортаж» раздобыла новость о пополнении в Московском зоопарке. - Специальный гость Тимур Ганиев рассказывает подробности спасения котёнка на МКАД.  Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение сделать ваш день чуточку радостнее и светлее.  Пишите свои добрые истории нам на почту:  email  По вопросам рекламы пишите на email"
105.mp4,105.txt,Развлечения,Punch Box. Серия 2-3. Тор vs Кобелев. Бои в телефонной будке.,Это спортивно-развлекательное шоу про бои в телефонной будке впервые в России! Противостояние популярного бойца похожего на одного известного героя комиксов MARVEL «ТОР- громовержец» против профессионального боксёра с безумным взглядом по прозвищу КОБА. Противостояние в телефонной будке!
106.mp4,106.txt,Музыка/Клипы,LocatiON |Звонкий - Люди-птицы,Артист Звонкий чувственно исполняет песню «Люди-птицы» на песке вокруг костров. После клипа артист даёт небольшое интервью о своём творчестве.
107.mp4,107.txt,Спорт,Пресняков vs Панин. Ответит за все. Хиза в деле. Реваз против Хлебникова. Конфликт рэперов.,"Блогерское агентство Insight -   Шоу, которое вы не так уж и долго ждали снова с вами. Артисты, блогеры, реперы, бойцы, весь свет российского шоу бизнеса в деле. И сразу же противостояние рэп-индустрий двух стран. Основатель, представляющий Украину, против нашего Брола. Евгений Шакуров изъявил желание попробовать себя против успешного блогера и не менее успешного бойца Саида Шахбанова, который пришел с поддержкой в лице Хизы. Парни показали уверенность в своих силах, а что будет на деле увидите уже на «Наше Дело». Ну и тяжеловесы - Реваз Верулашвили против Брюса Хлебникова - как всегда были немногословны. Они любят говорить в клетке. Также в нашей студии обсудили бой между скандально известным Алексеем Паниным против актера и певца Никиты Преснякова. В обсуждении приняли участие Никита Джигурда, Бари Алибасов младший, Олег Комаров. Что из этого вышло вы сможете увидеть в новогоднем выпуске «Наше Дело». YouTube канал Наше дело -  Instagram Артура  -   Instagram Била  -  Сотрудничество - email  Реклама - email  Хочешь попасть в Шоу Наше Дело? - Присылай заявку на почту email  (В заявке необходимо указать: ФИО, рост, возраст, вес, гражданство, город, фото, ссылка на instagram, телефон)"
108.mp4,108.txt,Развлечения,Диктант со звездой | Выпуск 4 | Пьер Нарцисс,"В этом выпуске - Пьер Нарцисс останется один на один с учительницей русского языка, которая проверит гостя на грамотность, а также на реакцию к шуткам, которые написаны под гостя в тексте диктанта. На протяжении выпуска Пьер Нарцисс, расскажет о диктантах у себя на родине, как он дрался с Валдисом Пельшем и с каким названием он выпустил новый трек."
109.mp4,109.txt,Блоги,Люди у которых клюет | Выпуск 9 | О таком клеве мечтает каждый! Крупная щука на жерлицы,"Открыли сезон по жерлицам. Вот это клев, не успеваем бегать от жерлицы к жерлице. Сколько здесь щуки? Приготовили Джизбиз в казане. Приятного просмотра."
110.mp4,110.txt,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №8 «ГОТОВИМ ВОК ПО-РУССКИ»,Предлагаю подписчикам приготовить вок по-русски.
111.mp4,111.txt,Спорт,Команда MOTORCITY на Байкальской миле 2020,"MOTORCITY собрала на фестиваль скорости “Байкальская Миля 2020 самую многочисленную команду, в которой они объединили пилотов самых разных видов транспорта: от аэролодки и снегохода до мотоциклов, квадроциклов, велосипеда и тягача Iveco. Командой было установлено несколько  рекордов по гонкам на льду в своих классах.    Илья Ильяшенко (команда MOTORCITY), раскрутил педали своего велосипеда G-Bike до 35, 7 км/ч, а рекорд скорости на мотоцикле Harley Davidson поставил его отец, Дмитрий Ильяшенко, разогнавшийся на льду до 180,9 км/ч. Аэролодка Север разогналась на миле до 152,9 км/ч,   снегоход до 129,9 км/ч, а  тягач Iveco до 87,6 км/ч. Все рекорды были занесены в Книгу рекордов Байкальской мили, а некоторые попали и в Книгу Рекордов России."
112.mp4,112.txt,Телепередачи,"Злые языки | Выпуск 1, Сезон 1 | Непорочность Даны Борисовой","Почему Дана Борисова предпочитает молчать о поездах по казармам. Как ее поработил искусственный интеллект, о конфликте с Булановой и психологической травме на всю жизнь - харассмент на работе."
113.mp4,113.txt,Видеоигры,PVP #11 I Гром VS Смайл,"Комментаторы Смайл и Гром сначала прокомментировали свою жизнь, а потом достали свои пылесосы и давай показывать кто тут главный в Half-Life!"
114.mp4,114.txt,Видеоигры,Гейм разбор. Выпуск №10 - FIFA 22 - реакция футболиста,В этом выпуске профессиональный футболист реагирует на FIFA 22! Как в игре реализованы механики защиты и нападения? Как можно оценить финты в FIFA? Что бы профессионал добавил в  футбольный симулятор? Ответы на эти вопросы вы найдёте в 11 эпизоде шоу «Гейм разбор»!
115.mp4,115.txt,Развлечения,Диктант с блогером | Выпуск 3 | Василий Шакулин,"В этом выпуске - Вася Шакулин останется один на один с учительницей русского языка, которая проверит гостя на грамотность, а также на реакцию к шуткам, которые написаны под гостя в тексте диктанта. Вася отправится к Яге Калинишной возвращать свою популярность, а по пути к ней, встретит ведьму Идолище Галич и карлика Джарахича."
116.mp4,116.txt,Развлечения,Алкомафия I #1,"Это Алкомафия! Шоу, в котором комики играют в мафию и пьют горячительные напитки. Градус игры повышается с каждым выпитым бокалом. Сегодня  за звание лучшего игрока и пять тысяч рублей сражаются Семен Голубь, Борис Зелигер, Алексей Соловьев, Автандил Гергобтани, Алексей Кузнецов и Аркадий Игнатьев"
117.mp4,117.txt,Спорт,Путь бойца. НОВЫЙ УРОВЕНЬ. 1 серия,"Сотни неизвестных спортсменов, жаждущих славы и денег, пришли на кастинг нового сезона ""Пути бойца"". Только 20 из них будут лично отобраны ведущими для участия в первом этапе. Кто из них сможет пройти жесткий отбор и сделать шаг навстречу заветному контракту с бойцовской лигой ""Наше дело""?"
118.mp4,118.txt,Спорт,Джигурда подерётся со Шпаком. Бил против Вадимыча. Шульский vs Каримов. Бой за пояс. Петух в студии,"Блогерское агентство Insight -   Не успели отгреметь бои и тут как тут новый выпуск шоу «Наше Дело». И по сложившейся традиции обсудили конфликты звезд интернета, на этот раз это были тиктокеры всея Руси Димас Блог и Кирилл Волик. Парни не против решить недомолвку в клетке. В отличие от тиктокеров, блогер Вадим Вадимыч и пранкер Иван Эфиров договорились о бое, но как оказалось это было только начало. Вадим Вадимыч наехал на Эдварда Била за его высказывания, вызвал на бой и закидал яйцами. Чем всё это закончилось увидите в выпуске. «Наше Дело» не «Наше Дело» без бойцовской составляющей. Обсудили бой за пояс в супертяжелом весе между Исламом Каримовым и Павлом Шульским, парни заряжены и готовы к битве. Помимо этого, ожидается еще один чемпионский бой, Алан Саламов готов защитить свой пояс против Шовхала Чурчаева. Николай Савилов точит зуб на Ивана Майданчука, страсти разгорались походу шоу, посмотрим, что парни покажут в клетке. Ну и куда мы без - уже легенды «Наше Дело» - Никиты Джигурда. На этот раз ему предстоит бой против Александра Шпака, который принял вызов Никиты несмотря на его устрашающую форму.  Поддержать беседу и бойцов пришли такие знаменитости как Отар Кушанашвили, Эльман Пашаев, Никита Пресняков, Алексей Панин.  Приятного вам просмотра. Как вам атмосфера нового сезона Наше Дело. 00:00 - Начало 01:40 - Димас vs Волик 14:47 - Эфиров vs Вадим Вадимыч 17:51 - Вадим Вадимыч предъявил Билу 26:41 - Подарок Билу и Эфирову 33:49 - Потасовка Эфирова и Вадимыча 40:00 - Саламов vs Чурчаев 48:00 - Каримов vs Шульский 55:40 - Майданчук vs Савилов 01:02:05 - Джигурда vs Шпак 01:16:59 - Пресняков vs Панин  YouTube канал Наше дело -  Instagram Артура  -   Instagram Била  -  Сотрудничество - email  Реклама - email  Хочешь попасть в Шоу Наше Дело? - Присылай заявку на почту email  (В заявке необходимо указать: ФИО, рост, возраст, вес, гражданство, город, фото, ссылка на instagram, телефон)  #НашеДело  #НикитаДжигурда #Шпак"
119.mp4,119.txt,Спорт,"Кто из учеников Максима Транькова получит вызов в сборную, а кто просто получит: Юнусов/ Володя XXL?","В этом эпизоде Роману Юнусову и его звездному гостю - блогеру Володе XXL - предстоит пройти обучение азам фигурного катания и подготовиться к своей дебютной показательной программе. Получится ли у Максима Транькова обучить людей с нулевым уровнем подготовки? Узнаем в выпуске шоу ""Спортивный интерес"". По вопросам рекламы пишите на email"
120.mp4,120.txt,Музыка,"МузЛофт - Концерт | Лёля Гущина, про студию Союз, плохие песни и выступление в психушке","Леля Гущина - автор, актриса и мощный голос популярного, юмористического шоу ""Студия Союз"". В этом выпуске мы вспомнили забавные истории и первоапрельские розыгрыши, спели ""Плохие песни"", немножко погрустили, а потом вдарили рока. И это лишь малая часть. Смотри скорее выпуск, чтобы узнать больше."
121.mp4,121.txt,Развлечения,Алкомафия I #4,"Это Алкомафия! Шоу, в котором комики играют в мафию и пьют горячительные напитки. Градус игры повышается с каждым выпитым бокалом. На розливе ведущий Семен Голубь. Сегодня за звание лучшего игрока и пять тысяч рублей сражаются Борис Зелигер, Никита Некрасов, Женя Замотаев, Влад Ксендзык, Антон Горбенко."
122.mp4,122.txt,Сериалы,"Салют, Начальник | 8 серия","Назаров с Сундуком решают начать новую жизнь в новом месте, но прощальный разговор с бабулей меняет планы Назарова, и тот отправляется разбираться с несправедливостью. По вопросам рекламы пишите на email"
123.mp4,123.txt,Развлечения,Шоу «Пацанский Клининг» | Жесть после новогодней вписки | Выпуск 9,"Подписывайся на все наши каналы на Rutube, находи слово спрятанное в предыдущем видео и пиши его в комментариях под постом в Instagram. Может быть именно ты заберешь iPhone 13 Pro. Ссылки на наши каналы: Антон Протеинов - / Люди у которых клюёт - / Максим Народный - / Пойдём отойдём - / ПОЛУПАНОВЫ - / Тот Самый Мент - / Тяпа - / Смехмашина - / Шляпа - /  Ссылка на пост в Инстаграм: -hz/  Первый в 2022 году выпуск шоу «Пацанский Клининг» сразу начинается с сюрпризов. Егору, Андрюхе и Антону пока страна наслаждается новогодними каникулами, предстоит ужаснуться от масштаба жесткого беспорядка в очень маленькой квартире подписчика. Кто сдаться первый и откажется от шоу? Смотрите сами до конца!"
124.mp4,124.txt,Блоги,Хашлама | Выпуск 5 | Максим Игумнов | Инстасамка | Мужская солидарность | Модель Plus Size,"Привет, это Султан и Авет! Мы опять хаваем вкусное и не очень вкусное, а также обсуждаем всевозможные зашквары. Сегодня в гостях шоу пранкер и соведущий шоу “Три лошадиных силы” - Максим Игумнов, с которым Авет и Султан обсудят: Инстасамку и Гагарину, силу косметики, моделей Plus Size, контент Макса и немного трэша.    А поели мы во Frank by Basta. Просто лучшие! Правда. 11:20 Шоу “Лошадиные силы” - три ведущих, три машины, разные испытания Три лошадиные силы. Смотрите видео онлайн, бесплатно (rutube.ru)  Авет  Султан /  Спасибо нашему гостю: Максим   #шоу #хашлама #пранк  Сотрудничество: email"
125.mp4,125.txt,Кулинария,Такой расклад. Эфир 9. Метафорические карты. Про отношения в семье,"В этом выпуске шоу «Такой расклад» вы увидите мак-терапевта, психолога, расстановщика Веронику Копейко в компании ведущей Янины Студилиной. Встречаемся в 20:00! Тема эфира – отношения в семье. В прямом эфире Вероника с помощью метафорических ассоциативных карт поможет найти ответы на вопросы зрителей о сложностях и перспективах в семье и о том, как искать взаимопонимание в отношениях с близкими. Любые вопросы по теме приветствуются! Дорогие зрители, вопросы можно задавать в чате прямо на странице трансляции. И по ссылкам: Telegram-бот   Официальная страница RUTUBE -23459697_133894  В понедельник 28 ноября в 20:00 встречаемся с Ксенией ПроТаро. Расклады на таро о ваших планах на оставшийся месяц 2022 года – готовьте вопросы и включайте эфир!"
126.mp4,126.txt,Юмор,Полупановы. «Эпизод 9»,"Канал ""Антон Протеинов"" - /  В этом эпизоде странная семейка Полупановых продолжает жить своей своеобразной жизнью. В этом выпуске оператор Валера пришел понаблюдать за ними отдельно."
127.mp4,127.txt,Детям,Лесенка знаний: мастерство I 10 серия I Пекарь,"Макс и Лиза решили испечь для мамы булочки самостоятельно. Артур отправляет их в доисторические времена, где дети пекут лепешки на камнях очага, потом они знакомятся с водяной и ветряной мельницей. Наконец, попадают в эпоху Петра 1, и он учит их замешивать тесто и выпекать ароматные булочки."
128.mp4,128.txt,Развлечения,"Такой расклад. Эфир 6. Метафорические карты. Про карьеру, бизнес и деньги","В этом выпуске шоу «Такой расклад» - мак-терапевт и психолог Вероника Копейко в компании ведущего Сергея Терре. Встречаемся в 20:00! Тема недели и этого выпуска – карьера, бизнес и деньги. В прямом эфире Вероника с помощью метафорических карт поможет найти ответы на вопросы зрителей о карьере, бизнесе, развитии в профессии, поиске предназначения и финансовой стороне всего перечисленного. А также о любых аспектах, связанных с темой. Поговорим и о том, что поможет начать новое дело или открыть бизнес своей мечты. Дорогие зрители, вопросы можно задавать в чате прямо на странице трансляции! А также по этим ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_133477 В понедельник 21 ноября в 20:00 встречаемся с Ксенией ПроТаро. Расклады на таро об отношениях в семье – готовьте вопросы и включайте эфир!"
129.mp4,129.txt,Развлечения,CARJITSU. 1 серия. Блуд vs Сарычева. Джиу-джитсу в машине,"Это спортивно-развлекательное шоу про борьбу в автомобиле, которые впервые проводятся в России! Противостояние легендарного силача старой школы Виктора Блуда против рекордсмена мира по штанге жиму лёжа Кирилла Сарычева в автомобиле. Мощная борьба в автомобиле!"
130.mp4,130.txt,Лайфстайл,Абьюз-шоу | Выпуск № 3 часть 1 |  Лиса-Алиса,"В этом выпуске к нам пришла девушка, которые много лет находится в абьюзивных отношениях. Она расскажет о себе, своих  человеке, который в начале помог ей измениться и стать лучше, а после - задавил своими ожиданиями. Ей предстоит увидеть в зеркале настоящую себя."
131.mp4,131.txt,Блоги,"Поверь мне, подруга I #3 I У меня нет друзей. Это нормально?","В этом выпуске Аня Хилькевич расскажет, что такое дружба и как правильно дружить. Ты узнаешь, нормально ли это, что у тебя в принципе нет друзей. И что делать, если завести их очень хочется, но не получается"
132.mp4,132.txt,Блоги,TikTok Дайджест I Выпуск 11 I Верните старую Дину! Какие звуки сейчас в тренде,"Новый трибьют группы “Тату” и очередной хейт на Дину Саеву! Все последние новости с мира блогеров, в новом выпуске TikTok дайджеста."
133.mp4,133.txt,Видеоигры,PVP #6 I Аринян VS Екатзе,"В этом выпуске узнаём у Ekatze007 и AHRI NYAN как стать успешными на твиче, выясняем кто из стримеров сколько сидел в бане, а затем уничтожаем червяков в Worms W.M.D."
134.mp4,134.txt,Путешествия,Один выходной | Выпуск 6 | Интерактивные выставки в Москве,"Интерактивная выставка, это выставка где человек может, не только смотреть на экспонаты, но и взаимодействовать с ними.   И сегодня Ташэ предлагает вам не сидеть дома, а идти на интерактивные выставки тем более что в Москве это можно сделать бесплатно и за небольшие деньги.   Сегодня она посмотрит на павильон “Умный Город” и попадёт в зимнюю сказку в интерактивном музее Союзмультфильма."
